WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 296-670-759
INFO:werkzeug: * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 18:47:36,471 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 18:47:37,341 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 18:47:37,348 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 18:48:09,165 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 18:48:09] "GET /api/minify?url=https://stackoverflow.com/questions/3702675/how-to-print-the-full-traceback-without-halting-the-program HTTP/1.1" 500 -
2019-12-06 18:48:09,240 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 18:48:09] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 18:48:09,242 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 18:48:09] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 18:48:09,243 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 18:48:09] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 18:48:09,440 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 18:48:09] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 18:48:09,470 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 18:48:09] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 18:48:38,329 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 18:48:38,458 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 18:48:39,535 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 18:48:39,543 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 18:48:42,223 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 18:48:42] "GET /api/minify?url=https://stackoverflow.com/questions/3702675/how-to-print-the-full-traceback-without-halting-the-program HTTP/1.1" 500 -
2019-12-06 18:48:42,297 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 18:48:42] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 18:48:42,299 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 18:48:42] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 18:48:42,303 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 18:48:42] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 18:48:42,535 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 18:48:42] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 18:48:42,568 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 18:48:42] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 18:49:07,216 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 18:49:07,340 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 18:49:08,377 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 18:49:08,385 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 18:49:11,514 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 18:49:11] "GET /api/minify?url=https://stackoverflow.com/questions/3702675/how-to-print-the-full-traceback-without-halting-the-program HTTP/1.1" 200 -
2019-12-06 18:49:37,875 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 18:49:38,002 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 18:49:39,173 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 18:49:39,182 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 18:49:39,233 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 18:49:39] "GET /api/minify?url=https://stackoverflow.com/questions/3702675/how-to-print-the-full-traceback-without-halting-the-program HTTP/1.1" 200 -
2019-12-06 18:49:51,838 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2019-12-06 18:49:51,839 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 18:49:52,794 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 18:49:52,802 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 18:49:56,003 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 18:49:56] "GET /api/minify?url=https://stackoverflow.com/questions/3702675/how-to-print-the-full-traceback-without-halting-the-program HTTP/1.1" 200 -
2019-12-06 18:50:25,501 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 18:50:25,622 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 18:50:26,609 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 18:50:26,616 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 18:50:28,530 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 18:50:28] "GET /api/minify?url=https://stackoverflow.com/questions/3702675/how-to-print-the-full-traceback-without-halting-the-program HTTP/1.1" 500 -
2019-12-06 18:50:28,550 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 18:50:28] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 18:50:28,551 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 18:50:28] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 18:50:28,552 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 18:50:28] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 18:50:28,637 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 18:50:28] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 18:50:28,656 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 18:50:28] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 18:50:28,680 INFO werkzeug Thread-8 : 127.0.0.1 - - [06/Dec/2019 18:50:28] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 18:51:27,800 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 18:51:27,926 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 18:51:29,018 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 18:51:29,027 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 18:51:34,386 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2019-12-06 18:51:34,387 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 18:51:35,361 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 18:51:35,368 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 18:51:40,181 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 18:51:40] "GET /api/minify?url=https://stackoverflow.com/questions/3702675/how-to-print-the-full-traceback-without-halting-the-program HTTP/1.1" 200 -
2019-12-06 18:51:47,102 INFO flask.app Thread-3 : Loading the Home Page
2019-12-06 18:51:47,272 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 18:51:47] "GET / HTTP/1.1" 200 -
2019-12-06 18:51:54,393 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 18:51:54] "GET /api/minify?url=https://stackoverflow.com/questions/3702675/how-to-print-the-full-traceback-without-halting-the-program HTTP/1.1" 200 -
2019-12-06 18:52:16,546 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 18:52:16,693 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 18:52:17,861 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 18:52:17,871 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 18:52:19,734 INFO flask.app Thread-2 : Loading the Home Page
2019-12-06 18:52:19,919 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 18:52:19] "GET / HTTP/1.1" 200 -
2019-12-06 18:52:24,867 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 18:52:24] "GET /api/minify?url=https://stackoverflow.com/questions/3702675/how-to-print-the-full-traceback-without-halting-the-program HTTP/1.1" 200 -
2019-12-06 18:53:13,659 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 18:53:13] "GET /api/minify?url=https://stackoverflow.com/questions/3702675/how-to-print-the-full-traceback-without-halting-the-program HTTP/1.1" 200 -
2019-12-06 18:53:16,982 INFO flask.app Thread-6 : Loading the Home Page
2019-12-06 18:53:17,160 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 18:53:17] "GET / HTTP/1.1" 200 -
2019-12-06 18:53:28,965 INFO werkzeug Thread-8 : 127.0.0.1 - - [06/Dec/2019 18:53:28] "GET /api/minify?url=https://stackoverflow.com/questions/ HTTP/1.1" 200 -
2019-12-06 18:57:39,982 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 18:57:40,111 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 18:57:41,188 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 18:57:41,208 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 18:57:50,166 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 18:57:50] "GET /api/minify?url=https://stackoverflow.com/questions/3702675/how-to-print-the-full-traceback-without-halting-the-program HTTP/1.1" 500 -
2019-12-06 18:57:50,199 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 18:57:50] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 18:57:50,201 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 18:57:50] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 18:57:50,205 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 18:57:50] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 18:57:50,327 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 18:57:50] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 18:57:50,353 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 18:57:50] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 18:57:50,392 INFO werkzeug Thread-8 : 127.0.0.1 - - [06/Dec/2019 18:57:50] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 18:58:15,909 INFO werkzeug Thread-9 : 127.0.0.1 - - [06/Dec/2019 18:58:15] "GET /api/minify?url=https://stackoverflow.com/questions/ HTTP/1.1" 500 -
2019-12-06 18:58:15,938 INFO werkzeug Thread-10 : 127.0.0.1 - - [06/Dec/2019 18:58:15] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 18:58:15,949 INFO werkzeug Thread-11 : 127.0.0.1 - - [06/Dec/2019 18:58:15] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 18:58:15,955 INFO werkzeug Thread-12 : 127.0.0.1 - - [06/Dec/2019 18:58:15] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 18:58:16,039 INFO werkzeug Thread-13 : 127.0.0.1 - - [06/Dec/2019 18:58:16] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 18:58:16,057 INFO werkzeug Thread-14 : 127.0.0.1 - - [06/Dec/2019 18:58:16] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 18:58:28,123 INFO werkzeug Thread-15 : 127.0.0.1 - - [06/Dec/2019 18:58:28] "GET /api/minify?url=%27https://stackoverflow.com/questions/%27 HTTP/1.1" 500 -
2019-12-06 18:58:28,162 INFO werkzeug Thread-16 : 127.0.0.1 - - [06/Dec/2019 18:58:28] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 18:58:28,171 INFO werkzeug Thread-17 : 127.0.0.1 - - [06/Dec/2019 18:58:28] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 18:58:28,173 INFO werkzeug Thread-18 : 127.0.0.1 - - [06/Dec/2019 18:58:28] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 18:58:28,211 INFO werkzeug Thread-19 : 127.0.0.1 - - [06/Dec/2019 18:58:28] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 18:58:28,269 INFO werkzeug Thread-20 : 127.0.0.1 - - [06/Dec/2019 18:58:28] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 18:59:45,838 INFO werkzeug Thread-21 : 127.0.0.1 - - [06/Dec/2019 18:59:45] "GET /api/minify?url=https://www.google.com/search?ei=x5LqXcSRBsGNlwSr_JPADA&q=e.stacktrace%28%29+python+syntax&oq=e.stacktrace%28%29+python+syntax&gs_l=psy-ab.3...44504.45389..45699...0.2..0.52.170.4......0....1..gws-wiz.......0i71.oqCR_gkdY9Y&ved=0ahUKEwiEkZrxyKHmAhXBxoUKHSv-BMgQ4dUDCAs&uact=5 HTTP/1.1" 500 -
2019-12-06 18:59:45,916 INFO werkzeug Thread-22 : 127.0.0.1 - - [06/Dec/2019 18:59:45] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 18:59:45,920 INFO werkzeug Thread-23 : 127.0.0.1 - - [06/Dec/2019 18:59:45] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 18:59:45,922 INFO werkzeug Thread-24 : 127.0.0.1 - - [06/Dec/2019 18:59:45] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 18:59:46,106 INFO werkzeug Thread-25 : 127.0.0.1 - - [06/Dec/2019 18:59:46] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 18:59:46,131 INFO werkzeug Thread-26 : 127.0.0.1 - - [06/Dec/2019 18:59:46] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 19:00:45,111 INFO werkzeug Thread-27 : 127.0.0.1 - - [06/Dec/2019 19:00:45] "GET /api/minify?url=https://www.google.com/ HTTP/1.1" 500 -
2019-12-06 19:00:45,153 INFO werkzeug Thread-28 : 127.0.0.1 - - [06/Dec/2019 19:00:45] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 19:00:45,165 INFO werkzeug Thread-29 : 127.0.0.1 - - [06/Dec/2019 19:00:45] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 19:00:45,167 INFO werkzeug Thread-30 : 127.0.0.1 - - [06/Dec/2019 19:00:45] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 19:00:45,215 INFO werkzeug Thread-31 : 127.0.0.1 - - [06/Dec/2019 19:00:45] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 19:00:45,274 INFO werkzeug Thread-32 : 127.0.0.1 - - [06/Dec/2019 19:00:45] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 19:11:44,164 INFO werkzeug Thread-33 : 127.0.0.1 - - [06/Dec/2019 19:11:44] "GET /api/minify?url=https://www.google.com HTTP/1.1" 500 -
2019-12-06 19:11:44,239 INFO werkzeug Thread-34 : 127.0.0.1 - - [06/Dec/2019 19:11:44] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 19:11:44,243 INFO werkzeug Thread-35 : 127.0.0.1 - - [06/Dec/2019 19:11:44] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 19:11:44,243 INFO werkzeug Thread-36 : 127.0.0.1 - - [06/Dec/2019 19:11:44] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 19:11:44,416 INFO werkzeug Thread-37 : 127.0.0.1 - - [06/Dec/2019 19:11:44] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 19:11:44,442 INFO werkzeug Thread-38 : 127.0.0.1 - - [06/Dec/2019 19:11:44] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 19:14:04,373 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 19:14:04,539 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 19:14:05,825 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 19:14:05,835 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 19:14:20,431 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 19:14:20] "GET /api/minify?url=https://www.google.com HTTP/1.1" 500 -
2019-12-06 19:14:20,510 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 19:14:20] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 19:14:20,511 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 19:14:20] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 19:14:20,511 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 19:14:20] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 19:14:20,687 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 19:14:20] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 19:14:20,713 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 19:14:20] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 19:14:54,243 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 19:14:54,376 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 19:17:38,890 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 19:17:38,898 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 19:23:45,283 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 19:24:45,709 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2019-12-06 19:24:45,710 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 19:24:46,631 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 19:24:46,639 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 19:24:55,534 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 19:24:55] "GET / HTTP/1.1" 200 -
2019-12-06 19:24:59,468 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 19:24:59] "GET /api/minify?url=www.google.com HTTP/1.1" 200 -
2019-12-06 19:29:10,142 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 19:29:10] "GET /api/minify?url=www.google.com HTTP/1.1" 200 -
2019-12-06 19:29:15,660 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 19:29:15] "GET /api/minify?url=www.google.com HTTP/1.1" 200 -
2019-12-06 19:34:08,570 INFO werkzeug MainThread :  * Detected change in '/Users/raghupathynarayanamoorthy/Desktop/fabrikProject/restAPIlatest.py', reloading
2019-12-06 19:34:08,697 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 19:34:44,025 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2019-12-06 19:34:44,026 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 19:34:44,900 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 19:34:44,907 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 19:35:02,146 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 19:35:02] "GET /api/minify?url=https://www.google.com HTTP/1.1" 500 -
2019-12-06 19:35:02,240 INFO werkzeug Thread-3 : 127.0.0.1 - - [06/Dec/2019 19:35:02] "GET /api/minify?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
2019-12-06 19:35:02,242 INFO werkzeug Thread-4 : 127.0.0.1 - - [06/Dec/2019 19:35:02] "GET /api/minify?__debugger__=yes&cmd=resource&f=jquery.js HTTP/1.1" 200 -
2019-12-06 19:35:02,243 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 19:35:02] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
2019-12-06 19:35:02,414 INFO werkzeug Thread-6 : 127.0.0.1 - - [06/Dec/2019 19:35:02] "GET /api/minify?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
2019-12-06 19:35:02,437 INFO werkzeug Thread-7 : 127.0.0.1 - - [06/Dec/2019 19:35:02] "GET /api/minify?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
2019-12-06 19:54:59,748 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2019-12-06 19:54:59,753 INFO werkzeug MainThread :  * Restarting with stat
2019-12-06 19:55:01,040 WARNING werkzeug MainThread :  * Debugger is active!
2019-12-06 19:55:01,059 INFO werkzeug MainThread :  * Debugger PIN: 296-670-759
2019-12-06 19:55:22,235 INFO werkzeug Thread-2 : 127.0.0.1 - - [06/Dec/2019 19:55:22] "GET /api/minify?url=https://www.google.com HTTP/1.1" 500 -
2019-12-06 19:55:23,058 INFO werkzeug Thread-5 : 127.0.0.1 - - [06/Dec/2019 19:55:23] "GET /api/minify?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
